OBJECTID,ORIG_FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Length,经度,纬度
1198,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3119879,30.55290368
1199,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3119983,30.5529024
1200,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120087,30.55290111
1201,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.312019,30.55289982
1202,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120294,30.55289853
1203,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120398,30.55289724
1204,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120501,30.55289595
1205,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120605,30.55289467
1206,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120708,30.55289338
1207,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120812,30.55289209
1208,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3120916,30.5528908
1209,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3121019,30.55288951
1210,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3121123,30.55288822
1211,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3121149,30.5528879
